"_id","type","properties","geometry"
"65f9adad8419e9b6fab90019","Feature","{""fid"":6098,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001a","Feature","{""fid"":6099,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001b","Feature","{""fid"":6100,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001c","Feature","{""fid"":6101,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001d","Feature","{""fid"":6131,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001e","Feature","{""fid"":6132,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29473.2133000644,""y"":30141.4363998644,""LONG"":103.8465560061,""LAT"":1.2888629193,""COORD"":""(1.2888629193, 103.8465560061)""}","{""type"":""Point"",""coordinates"":[103.846556006065,1.28886291929991]}"
"65f9adad8419e9b6fab9001f","Feature","{""fid"":6133,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29593.7627999802,""y"":30043.0107998634,""LONG"":103.8476391879,""LAT"":1.2879727869,""COORD"":""(1.2879727869, 103.8476391879)""}","{""type"":""Point"",""coordinates"":[103.847639187863,1.28797278687194]}"
"65f9adad8419e9b6fab90020","Feature","{""fid"":7744,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29868.2712000888,""y"":31003.2452998771,""LONG"":103.8501058147,""LAT"":1.2966567947,""COORD"":""(1.2966567947, 103.8501058147)""}","{""type"":""Point"",""coordinates"":[103.850105814659,1.29665679473455]}"
"65f9adad8419e9b6fab90021","Feature","{""fid"":7745,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29868.2712000888,""y"":31003.2452998771,""LONG"":103.8501058147,""LAT"":1.2966567947,""COORD"":""(1.2966567947, 103.8501058147)""}","{""type"":""Point"",""coordinates"":[103.850105814659,1.29665679473455]}"
"65f9adad8419e9b6fab90022","Feature","{""fid"":7746,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29868.2712000888,""y"":31003.2452998771,""LONG"":103.8501058147,""LAT"":1.2966567947,""COORD"":""(1.2966567947, 103.8501058147)""}","{""type"":""Point"",""coordinates"":[103.850105814659,1.29665679473455]}"
"65f9adad8419e9b6fab90023","Feature","{""fid"":7747,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29868.2712000888,""y"":31003.2452998771,""LONG"":103.8501058147,""LAT"":1.2966567947,""COORD"":""(1.2966567947, 103.8501058147)""}","{""type"":""Point"",""coordinates"":[103.850105814659,1.29665679473455]}"
"65f9adad8419e9b6fab90024","Feature","{""fid"":7748,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29868.2712000888,""y"":31003.2452998771,""LONG"":103.8501058147,""LAT"":1.2966567947,""COORD"":""(1.2966567947, 103.8501058147)""}","{""type"":""Point"",""coordinates"":[103.850105814659,1.29665679473455]}"
"65f9adad8419e9b6fab90025","Feature","{""fid"":7749,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29806.5857000319,""y"":31082.9140998784,""LONG"":103.849551548,""LAT"":1.2973772949,""COORD"":""(1.2973772949, 103.849551548)""}","{""type"":""Point"",""coordinates"":[103.849551548012,1.29737729494295]}"
"65f9adad8419e9b6fab90026","Feature","{""fid"":7750,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29728.5932000463,""y"":31143.5041998792,""LONG"":103.8488507544,""LAT"":1.2979252549,""COORD"":""(1.2979252549, 103.8488507544)""}","{""type"":""Point"",""coordinates"":[103.848850754381,1.29792525489412]}"
"65f9adad8419e9b6fab90027","Feature","{""fid"":7768,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29295.655500072196,""y"":30302.231399866603,""LONG"":103.8449605829,""LAT"":1.2903171006,""COORD"":""(1.2903171006, 103.8449605829)""}","{""type"":""Point"",""coordinates"":[103.844960582904,1.29031710060683]}"
"65f9adad8419e9b6fab90028","Feature","{""fid"":7769,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29295.655500072196,""y"":30302.231399866603,""LONG"":103.8449605829,""LAT"":1.2903171006,""COORD"":""(1.2903171006, 103.8449605829)""}","{""type"":""Point"",""coordinates"":[103.844960582904,1.29031710060683]}"
"65f9adad8419e9b6fab90029","Feature","{""fid"":7770,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29295.655500072196,""y"":30302.231399866603,""LONG"":103.8449605829,""LAT"":1.2903171006,""COORD"":""(1.2903171006, 103.8449605829)""}","{""type"":""Point"",""coordinates"":[103.844960582904,1.29031710060683]}"
"65f9adad8419e9b6fab9002a","Feature","{""fid"":7771,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29295.655500072196,""y"":30302.231399866603,""LONG"":103.8449605829,""LAT"":1.2903171006,""COORD"":""(1.2903171006, 103.8449605829)""}","{""type"":""Point"",""coordinates"":[103.844960582904,1.29031710060683]}"
"65f9adad8419e9b6fab9002b","Feature","{""fid"":7772,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29295.655500072196,""y"":30302.231399866603,""LONG"":103.8449605829,""LAT"":1.2903171006,""COORD"":""(1.2903171006, 103.8449605829)""}","{""type"":""Point"",""coordinates"":[103.844960582904,1.29031710060683]}"
"65f9adad8419e9b6fab9002c","Feature","{""fid"":7773,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab9002d","Feature","{""fid"":7774,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab9002e","Feature","{""fid"":7775,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab9002f","Feature","{""fid"":7776,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab90030","Feature","{""fid"":7777,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab90031","Feature","{""fid"":7778,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab90032","Feature","{""fid"":7779,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab90033","Feature","{""fid"":7780,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29336.9986999887,""y"":30366.0912998669,""LONG"":103.8453320715,""LAT"":1.2908946254,""COORD"":""(1.2908946254, 103.8453320715)""}","{""type"":""Point"",""coordinates"":[103.845332071454,1.29089462535986]}"
"65f9adad8419e9b6fab90034","Feature","{""fid"":7781,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab90035","Feature","{""fid"":7782,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab90036","Feature","{""fid"":7783,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab90037","Feature","{""fid"":7784,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab90038","Feature","{""fid"":7785,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab90039","Feature","{""fid"":7786,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003a","Feature","{""fid"":7787,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003b","Feature","{""fid"":7788,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003c","Feature","{""fid"":7789,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003d","Feature","{""fid"":7790,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003e","Feature","{""fid"":7791,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29396.0685000667,""y"":30347.4938998667,""LONG"":103.8458628375,""LAT"":1.2907264344,""COORD"":""(1.2907264344, 103.8458628375)""}","{""type"":""Point"",""coordinates"":[103.845862837467,1.29072643443578]}"
"65f9adad8419e9b6fab9003f","Feature","{""fid"":7792,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29358.833800011,""y"":30255.274799867,""LONG"":103.8455282642,""LAT"":1.2898924389,""COORD"":""(1.2898924389, 103.8455282642)""}","{""type"":""Point"",""coordinates"":[103.845528264179,1.28989243894554]}"
"65f9adad8419e9b6fab90040","Feature","{""fid"":7793,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29358.833800011,""y"":30255.274799867,""LONG"":103.8455282642,""LAT"":1.2898924389,""COORD"":""(1.2898924389, 103.8455282642)""}","{""type"":""Point"",""coordinates"":[103.845528264179,1.28989243894554]}"
"65f9adad8419e9b6fab90041","Feature","{""fid"":7794,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29358.833800011,""y"":30255.274799867,""LONG"":103.8455282642,""LAT"":1.2898924389,""COORD"":""(1.2898924389, 103.8455282642)""}","{""type"":""Point"",""coordinates"":[103.845528264179,1.28989243894554]}"
"65f9adad8419e9b6fab90042","Feature","{""fid"":7795,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29358.833800011,""y"":30255.274799867,""LONG"":103.8455282642,""LAT"":1.2898924389,""COORD"":""(1.2898924389, 103.8455282642)""}","{""type"":""Point"",""coordinates"":[103.845528264179,1.28989243894554]}"
"65f9adad8419e9b6fab90043","Feature","{""fid"":7796,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29358.833800011,""y"":30255.274799867,""LONG"":103.8455282642,""LAT"":1.2898924389,""COORD"":""(1.2898924389, 103.8455282642)""}","{""type"":""Point"",""coordinates"":[103.845528264179,1.28989243894554]}"
"65f9adad8419e9b6fab90044","Feature","{""fid"":7797,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab90045","Feature","{""fid"":7798,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab90046","Feature","{""fid"":7799,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab90047","Feature","{""fid"":7800,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab90048","Feature","{""fid"":7801,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab90049","Feature","{""fid"":7802,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab9004a","Feature","{""fid"":7803,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29457.580300023597,""y"":30323.3638998678,""LONG"":103.8464155455,""LAT"":1.2905082084,""COORD"":""(1.2905082084, 103.8464155455)""}","{""type"":""Point"",""coordinates"":[103.84641554554,1.29050820839771]}"
"65f9adad8419e9b6fab9004b","Feature","{""fid"":7804,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab9004c","Feature","{""fid"":7805,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab9004d","Feature","{""fid"":7806,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab9004e","Feature","{""fid"":7807,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab9004f","Feature","{""fid"":7808,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90050","Feature","{""fid"":7809,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90051","Feature","{""fid"":7810,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90052","Feature","{""fid"":7811,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90053","Feature","{""fid"":7812,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90054","Feature","{""fid"":7813,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29254.000299984,""y"":30434.665099869,""LONG"":103.8445862989,""LAT"":1.2915147861,""COORD"":""(1.2915147861, 103.8445862989)""}","{""type"":""Point"",""coordinates"":[103.844586298874,1.29151478613339]}"
"65f9adad8419e9b6fab90055","Feature","{""fid"":7814,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":29180.4395000132,""y"":30496.8761998691,""LONG"":103.8439253265,""LAT"":1.2920774043,""COORD"":""(1.2920774043, 103.8439253265)""}","{""type"":""Point"",""coordinates"":[103.843925326515,1.29207740431055]}"
"65f9adad8419e9b6fab90056","Feature","{""fid"":7897,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":28462.246800027,""y"":30178.9033998647,""LONG"":103.8374720573,""LAT"":1.2892017888,""COORD"":""(1.2892017888, 103.8374720573)""}","{""type"":""Point"",""coordinates"":[103.837472057283,1.28920178884641]}"
"65f9adad8419e9b6fab90057","Feature","{""fid"":7898,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":28365.6193000357,""y"":30197.6136998655,""LONG"":103.8366038196,""LAT"":1.2893709995,""COORD"":""(1.2893709995, 103.8366038196)""}","{""type"":""Point"",""coordinates"":[103.836603819591,1.28937099949942]}"
"65f9adad8419e9b6fab90058","Feature","{""fid"":7899,""type"":""FNB"",""layer"":""FNB"",""path"":""C:/Users/Jaymie/OneDrive - Singapore Management University/fyp/SG_POI.gpkg|layername=FNB"",""x"":28365.6193000357,""y"":30197.6136998655,""LONG"":103.8366038196,""LAT"":1.2893709995,""COORD"":""(1.2893709995, 103.8366038196)""}","{""type"":""Point"",""coordinates"":[103.836603819591,1.28937099949942]}"
