"_id","type","properties","geometry"
"65f1a72d24cfb376c41da383","Feature","{""GRID_ID"":""H-10"",""ORIGIN_ID"":31,""LAT"":1.289875184,""LONG"":103.838625206,""COORD"":""(103.838625206, 1.289875184)""}","{""type"":""Point"",""coordinates"":[103.83862520600007,1.289875184000039]}"
"65f1a72d24cfb376c41da386","Feature","{""GRID_ID"":""K-10"",""ORIGIN_ID"":34,""LAT"":1.289191679,""LONG"":103.842176806,""COORD"":""(103.842176806, 1.289191679)""}","{""type"":""Point"",""coordinates"":[103.84217680600005,1.289191679000055]}"
"65f1a72d24cfb376c41da388","Feature","{""GRID_ID"":""M-10"",""ORIGIN_ID"":36,""LAT"":1.289191679,""LONG"":103.844544539,""COORD"":""(103.844544539, 1.289191679)""}","{""type"":""Point"",""coordinates"":[103.84454453900008,1.289191679000055]}"
"65f1a72d24cfb376c41da38f","Feature","{""GRID_ID"":""F-9"",""ORIGIN_ID"":43,""LAT"":1.291242196,""LONG"":103.836257473,""COORD"":""(103.836257473, 1.291242196)""}","{""type"":""Point"",""coordinates"":[103.83625747300005,1.291242196000042]}"
"65f1a72d24cfb376c41da390","Feature","{""GRID_ID"":""G-9"",""ORIGIN_ID"":44,""LAT"":1.29055869,""LONG"":103.837441339,""COORD"":""(103.837441339, 1.29055869)""}","{""type"":""Point"",""coordinates"":[103.83744133900007,1.290558690000069]}"
"65f1a72d24cfb376c41da392","Feature","{""GRID_ID"":""I-9"",""ORIGIN_ID"":46,""LAT"":1.29055869,""LONG"":103.839809073,""COORD"":""(103.839809073, 1.29055869)""}","{""type"":""Point"",""coordinates"":[103.83980907300008,1.290558690000069]}"
"65f1a72d24cfb376c41da396","Feature","{""GRID_ID"":""M-9"",""ORIGIN_ID"":50,""LAT"":1.29055869,""LONG"":103.844544539,""COORD"":""(103.844544539, 1.29055869)""}","{""type"":""Point"",""coordinates"":[103.84454453900008,1.290558690000069]}"
"65f1a72d24cfb376c41da398","Feature","{""GRID_ID"":""O-9"",""ORIGIN_ID"":52,""LAT"":1.29055869,""LONG"":103.846912272,""COORD"":""(103.846912272, 1.29055869)""}","{""type"":""Point"",""coordinates"":[103.84691227200005,1.290558690000069]}"
"65f1a72d24cfb376c41da399","Feature","{""GRID_ID"":""P-9"",""ORIGIN_ID"":53,""LAT"":1.291242196,""LONG"":103.848096138,""COORD"":""(103.848096138, 1.291242196)""}","{""type"":""Point"",""coordinates"":[103.84809613800007,1.291242196000042]}"
"65f1a72d24cfb376c41da39a","Feature","{""GRID_ID"":""Q-9"",""ORIGIN_ID"":54,""LAT"":1.29055869,""LONG"":103.849280005,""COORD"":""(103.849280005, 1.29055869)""}","{""type"":""Point"",""coordinates"":[103.84928000500008,1.290558690000069]}"
"65f1a72d24cfb376c41da39d","Feature","{""GRID_ID"":""D-8"",""ORIGIN_ID"":57,""LAT"":1.292609207,""LONG"":103.83388974,""COORD"":""(103.83388974, 1.292609207)""}","{""type"":""Point"",""coordinates"":[103.83388974000007,1.292609207000055]}"
"65f1a72d24cfb376c41da3a7","Feature","{""GRID_ID"":""O-8"",""ORIGIN_ID"":67,""LAT"":1.291925701,""LONG"":103.846912272,""COORD"":""(103.846912272, 1.291925701)""}","{""type"":""Point"",""coordinates"":[103.84691227200005,1.291925701000025]}"
"65f1a72d24cfb376c41da3b2","Feature","{""GRID_ID"":""P-7"",""ORIGIN_ID"":78,""LAT"":1.293976218,""LONG"":103.848096138,""COORD"":""(103.848096138, 1.293976218)""}","{""type"":""Point"",""coordinates"":[103.84809613800007,1.293976218000068]}"
"65f1a72d24cfb376c41da3b8","Feature","{""GRID_ID"":""K-6"",""ORIGIN_ID"":84,""LAT"":1.294659724,""LONG"":103.842176806,""COORD"":""(103.842176806, 1.294659724)""}","{""type"":""Point"",""coordinates"":[103.84217680600005,1.294659724000041]}"
"65f1a72d24cfb376c41da3ba","Feature","{""GRID_ID"":""M-6"",""ORIGIN_ID"":86,""LAT"":1.294659724,""LONG"":103.844544539,""COORD"":""(103.844544539, 1.294659724)""}","{""type"":""Point"",""coordinates"":[103.84454453900008,1.294659724000041]}"
"65f1a72d24cfb376c41da3c0","Feature","{""GRID_ID"":""S-6"",""ORIGIN_ID"":92,""LAT"":1.294659724,""LONG"":103.851647738,""COORD"":""(103.851647738, 1.294659724)""}","{""type"":""Point"",""coordinates"":[103.85164773800005,1.294659724000041]}"
"65f1a72d24cfb376c41da3c3","Feature","{""GRID_ID"":""C-5"",""ORIGIN_ID"":95,""LAT"":1.296026735,""LONG"":103.832705873,""COORD"":""(103.832705873, 1.296026735)""}","{""type"":""Point"",""coordinates"":[103.83270587300007,1.296026735000055]}"
"65f1a72d24cfb376c41da3cc","Feature","{""GRID_ID"":""S-5"",""ORIGIN_ID"":104,""LAT"":1.296026735,""LONG"":103.851647738,""COORD"":""(103.851647738, 1.296026735)""}","{""type"":""Point"",""coordinates"":[103.85164773800005,1.296026735000055]}"
"65f1a72d24cfb376c41da3cd","Feature","{""GRID_ID"":""T-5"",""ORIGIN_ID"":105,""LAT"":1.296710241,""LONG"":103.852831604,""COORD"":""(103.852831604, 1.296710241)""}","{""type"":""Point"",""coordinates"":[103.85283160400007,1.296710241000028]}"
"65f1a72d24cfb376c41da3ce","Feature","{""GRID_ID"":""K-4"",""ORIGIN_ID"":106,""LAT"":1.297393747,""LONG"":103.842176806,""COORD"":""(103.842176806, 1.297393747)""}","{""type"":""Point"",""coordinates"":[103.84217680600005,1.297393747000058]}"
"65f1a72d24cfb376c41da3cf","Feature","{""GRID_ID"":""L-4"",""ORIGIN_ID"":107,""LAT"":1.298077252,""LONG"":103.843360672,""COORD"":""(103.843360672, 1.298077252)""}","{""type"":""Point"",""coordinates"":[103.84336067200007,1.298077252000041]}"
"65f1a72d24cfb376c41da3d1","Feature","{""GRID_ID"":""N-4"",""ORIGIN_ID"":109,""LAT"":1.298077252,""LONG"":103.845728405,""COORD"":""(103.845728405, 1.298077252)""}","{""type"":""Point"",""coordinates"":[103.84572840500005,1.298077252000041]}"
"65f1a72d24cfb376c41da3db","Feature","{""GRID_ID"":""N-3"",""ORIGIN_ID"":119,""LAT"":1.299444264,""LONG"":103.845728405,""COORD"":""(103.845728405, 1.299444264)""}","{""type"":""Point"",""coordinates"":[103.84572840500005,1.299444264000044]}"
"65f1a72d24cfb376c41da3dd","Feature","{""GRID_ID"":""P-3"",""ORIGIN_ID"":121,""LAT"":1.299444264,""LONG"":103.848096138,""COORD"":""(103.848096138, 1.299444264)""}","{""type"":""Point"",""coordinates"":[103.84809613800007,1.299444264000044]}"
"65f1a72d24cfb376c41da3e2","Feature","{""GRID_ID"":""O-2"",""ORIGIN_ID"":126,""LAT"":1.300127769,""LONG"":103.846912272,""COORD"":""(103.846912272, 1.300127769)""}","{""type"":""Point"",""coordinates"":[103.84691227200005,1.300127769000028]}"
"65f1a72d24cfb376c41da3e3","Feature","{""GRID_ID"":""Q-2"",""ORIGIN_ID"":127,""LAT"":1.300127769,""LONG"":103.849280005,""COORD"":""(103.849280005, 1.300127769)""}","{""type"":""Point"",""coordinates"":[103.84928000500008,1.300127769000028]}"
"65f1a72d24cfb376c41da3e4","Feature","{""GRID_ID"":""M-1"",""ORIGIN_ID"":128,""LAT"":1.301494781,""LONG"":103.844544539,""COORD"":""(103.844544539, 1.301494781)""}","{""type"":""Point"",""coordinates"":[103.84454453900008,1.301494781000031]}"
